1-15,-126.8350103002,49.9436816917,-124.8573760568,51.5233888009
1-14,-127.9267151232,50.6305021023,-125.8494378822,51.4884218352
1-13,-129.2122003539,50.2302895124,-126.7724999465,51.1874725248
1-11,-127.1694677392,49.9068290043,-126.1850034338,50.5986205228
1-10,-126.6905731182,49.8974896696,-125.2441237561,50.5068687035
1-12,-128.4515532388,49.4831063338,-126.1263718641,50.4627457328
1-9,-126.4092806077,49.4773488159,-125.3712408967,50.0311198204
1-6,-125.6586008094,49.2467155915,-124.4412192485,50.0539607575
1-8,-126.7842052358,48.6859457570,-125.0872859812,49.6647810284
1-5,-124.6757613463,48.7959682107,-123.5753725608,49.5895975882
1-7,-125.6098142948,48.9485263750,-124.5769426583,49.5527470247
1-1,-123.8861384851,48.2544323280,-123.0038294264,49.3487590728
1-4,-124.7463046070,48.5923521675,-123.5430146526,49.1527173516
1-3,-125.4821157702,48.2798024013,-123.8383390092,48.9885593191
1-2,-123.9651162189,48.2247644780,-123.3815040248,48.7274962101
2-15,-125.4478930510,50.3450423899,-124.4949650313,51.3686363413
2-14,-125.1199591523,50.2552707398,-123.7165184705,51.1921520363
2-13,-125.0031594576,50.0912934199,-123.7282369767,50.8636517049
2-12,-124.8964065719,49.7290120349,-123.7725952519,50.4186986975
2-5,-124.0806249793,49.3639577883,-123.2280473785,50.3573793750
2-16,-124.7855038111,49.1577424975,-123.2576304085,49.8222126995
2-11,-123.8397479879,50.0873779468,-122.5698928732,50.8377769810
2-6,-124.0094705474,49.6592049226,-123.0253042247,50.5375943710
2-10,-122.7292321434,49.7361417791,-122.0358220252,50.4713709602
2-9,-123.0253042247,49.6186272194,-122.1555921317,50.3013139675
2-7,-123.1815732420,49.6102507708,-122.6686560185,50.0873779468
2-8,-123.3224028463,49.1205109385,-121.9440895188,49.9381981615
2-18,-122.1214824124,49.2050456941,-121.3911312594,49.8725525541
2-19,-122.2991291287,49.2395420426,-121.7846373108,49.7460829590
2-17,-121.4539812575,49.2093195793,-120.9564471227,49.6806953396
2-2,-121.5051178137,48.9980731139,-120.9586760015,49.3845923982
2-3,-122.0934372694,48.9980731139,-121.2661964527,49.3734765191
2-1,-121.1975794659,48.9999712197,-120.5958081431,49.2605824468
2-4,-123.5257751332,48.9987255616,-121.7588729010,49.2796245937
3-46,-120.5592969014,51.8369151403,-119.6469982999,52.8767463873
3-44,-119.7698145671,52.0532164576,-119.0928566252,52.7045517684
3-43,-119.2869512913,52.0512967312,-118.7843579591,52.6706211115
3-45,-120.2342626198,51.7658906889,-119.4704279322,52.4821890817
3-42,-119.6494141324,51.3844776734,-118.8472735089,52.1148420608
3-40,-120.0779543334,51.5778441870,-119.2770348730,52.1201002823
3-41,-120.0100083320,51.4994579116,-119.1130899056,52.0869585073
3-39,-120.5591258355,51.4249143912,-120.0115629920,51.9292891166
3-36,-119.5324529960,50.8433576641,-118.5792528784,51.6986866320
3-38,-120.2031567167,51.0938412517,-119.5048840412,51.6417535320
3-37,-119.9934486608,50.8643557521,-118.9460453614,51.5736109662
3-35,-118.9934619010,50.8399278055,-118.3503941745,51.3109532695
3-34,-119.0147328376,50.7484308459,-118.3020984972,50.9999199339
3-30,-121.5893834118,50.7402348126,-120.3137584277,51.5072709584
3-28,-120.4982784851,50.6811633683,-120.1187702457,51.4769440414
3-31,-122.2865097552,50.9577984719,-121.3947182296,51.5285257348
3-29,-121.2095861078,50.6810546888,-120.3415897360,51.2503316253
3-27,-120.3547318106,50.6457737298,-119.5807384530,51.1484963197
3-17,-121.9307495829,50.2363973016,-121.2583453156,51.0874863307
3-26,-119.9519813165,50.4298634710,-118.9717174184,50.9992738622
3-19,-120.8665981806,50.1125643039,-120.2522928718,50.7737953290
3-18,-121.3183638325,50.1382920065,-120.7647741533,50.7883716946
3-20,-120.4803855295,50.1407897538,-119.7798142389,50.6821767456
3-12,-120.7857669167,49.8372087702,-119.3495863334,50.5009767142
3-13,-121.5257613925,49.6105514004,-120.6037818123,50.4279904415
3-14,-121.5847990257,49.5754001148,-121.0905928231,50.2646557133
3-32,-123.7220883440,50.7467379638,-121.8402312548,51.2695039390
3-33,-123.7197805579,50.4708253377,-121.9100767731,50.9081124532
3-16,-122.6371070668,50.0806534760,-121.5837010831,50.7297653225
3-15,-122.2868150500,49.6792219398,-121.4070504747,50.2363973016
4-40,-118.5522029617,51.7374119822,-117.5127509917,52.4981690667
4-36,-117.6962345079,51.2171804623,-116.2833500906,52.1822913888
4-37,-118.5253854248,51.2080023734,-117.4196174406,52.1329624348
4-35,-116.9865460140,50.6233161848,-115.8849098178,51.4563537813
4-34,-117.5619360012,50.5841471912,-116.0877516254,51.5302325498
4-39,-118.9904467024,50.9685155972,-118.1783689275,52.2811897976
4-38,-118.6761523123,50.9799686598,-117.7152609881,52.1043704620
4-33,-118.2034834817,50.6636672277,-117.3388058713,51.2934858957
4-27,-117.2614091825,50.2047026780,-116.5747688585,51.0652100328
4-28,-117.4850158341,50.2480655891,-116.9190290040,51.0543151336
4-32,-118.4824997248,49.8614798971,-117.8021864033,50.9941714146
4-29,-117.6131645289,50.2424988577,-116.9386504768,50.8135194569
4-31,-117.9297052927,50.1642637330,-117.3585306932,50.7441359865
4-30,-117.7089746652,50.0347383383,-116.8887657313,50.6663794521
4-25,-116.1443009584,50.1373500407,-115.2045081571,51.2290723357
4-23,-115.2145556150,49.3437669169,-114.5661116004,50.5859966590
4-24,-115.8124705657,49.9528510660,-115.0435439744,50.5282207695
4-22,-115.6162986341,49.1631355683,-114.9737203885,50.1211630720
4-21,-115.7958116410,49.5993987897,-115.3277131714,50.1415717676
4-1,-114.8842175346,48.9995599258,-114.0496120496,49.4609042077
4-2,-115.2518337609,48.9995599258,-114.6951064696,49.4530129737
4-26,-116.7209489355,49.9226344751,-115.7800193917,50.6349869599
4-20,-116.6909443761,49.4011915100,-115.6402147535,50.1461058394
4-3,-115.8196488481,48.9996590497,-115.1655525878,49.6282102563
4-5,-116.3864498426,48.9998446699,-115.8273513905,49.5256608453
4-4,-116.2018501865,48.9997146621,-115.5168299591,49.4684646083
4-19,-116.9504232137,49.6912610463,-116.4400354951,50.3165634847
4-17,-117.6716009563,49.4207546313,-117.1222790069,50.3568282281
4-15,-118.1520354011,49.3320549410,-117.5658247278,50.2277523220
4-16,-118.0128129213,49.3165478847,-117.3763888660,50.1647095017
4-18,-117.5529312393,49.4584538592,-116.8667297765,50.0902686608
4-14,-118.5010362924,49.2453417560,-118.0865351039,50.0640434986
4-6,-116.9084425543,48.9997846919,-116.0551702633,49.8133639389
4-7,-117.3008753580,48.9997846919,-116.4963307393,49.6342982679
4-8,-117.7318188675,48.9998678148,-117.0012653841,49.5008743269
4-9,-118.1292756674,48.9998905648,-117.5988220428,49.4357160545
5-16,-121.4326951938,53.0005957034,-120.7071565764,53.3676130013
5-15,-122.4242399068,51.8684219352,-120.1349396777,53.3165349220
5-13,-124.5849637572,52.0764247897,-122.4409355984,53.5469381724
5-10,-126.6471653913,52.4909698818,-125.5833185308,53.2130571101
5-12,-125.7726602472,51.8951688700,-123.6796209240,53.1604996098
5-14,-123.2856033346,51.7405377687,-122.2652651589,52.8226688103
5-2,-122.6096237700,51.3046152899,-120.6917595672,53.2206957283
5-1,-121.3947430846,51.3059320722,-120.5568750693,51.9473261176
5-9,-129.1511331171,51.9748216428,-126.3373130814,53.3045302592
5-8,-128.6749046036,51.2823652908,-125.9047053382,52.6540064458
5-11,-126.2973609632,51.8904390671,-125.5734364778,52.6346624756
5-7,-128.4967889885,51.1721965277,-125.9063572973,52.0332414328
5-6,-126.0788114054,51.3892494890,-124.7063906545,52.5520097394
5-5,-125.3379715517,50.9366538640,-123.5166812304,52.1649173072
5-4,-124.1981185702,50.8731855648,-122.6867868426,52.1023372230
5-3,-123.1946684944,51.0714610612,-122.1805359588,51.8518140209
6-29,-139.0607969486,58.9044383861,-136.3580785043,59.9982366316
6-28,-136.8528746396,59.4490713790,-134.8889398600,60.0022320790
6-27,-135.1359596573,58.9618741406,-133.6346391293,60.0022320790
6-25,-133.9079987979,58.9443566082,-130.3520065508,59.9984990031
6-26,-134.3339551351,57.8368999632,-130.9489770159,59.5067292824
6-24,-130.7275172603,58.4362120166,-129.0494632994,59.9984990031
6-23,-130.0934838153,58.3843949217,-127.6613347207,60.0000877427
6-22,-132.8672727120,56.6620829478,-129.8400864346,59.2741945416
6-19,-129.9860409858,57.5763604849,-126.7718941116,58.4606596701
6-21,-131.8785450853,56.0967635434,-129.9275732057,58.1428802735
6-20,-130.2793620441,56.9164594997,-126.7773179525,58.0424162599
6-18,-128.6735148461,56.0174422218,-126.1007512186,57.2866166297
6-17,-130.1063501797,56.1640908007,-127.3672274231,57.1820372022
6-30,-129.1970153074,55.0856676490,-127.5960456399,56.3862875483
6-7,-127.9981073095,55.4485837566,-126.6313008104,56.3185099196
6-16,-130.3247585528,55.2144024385,-128.7386742570,56.8181827996
6-14,-131.4215601272,54.1396127325,-129.0599031552,56.3239269703
6-15,-129.9467944302,54.1874922696,-128.0097917684,55.6163207117
6-3,-130.3718624910,52.1288473979,-127.2143679884,54.5340332149
6-11,-131.2194874410,52.9298294024,-128.5128735119,54.5240477583
6-10,-129.8241535002,54.0124119537,-128.8982615879,54.4113157610
6-13,-133.9344024678,53.0992186386,-130.9104001911,54.7053586299
6-12,-133.4553120583,51.6170996313,-129.1497854752,53.4964982644
6-8,-127.7631456524,54.3813814318,-125.7548540802,55.7856071526
6-9,-128.5187026604,53.6595702130,-125.9171915069,55.2699896902
6-6,-126.1589460417,54.2072925326,-124.5162323054,54.7986823839
6-5,-126.0861587220,54.0729580502,-124.8428055181,54.4949833362
6-4,-127.7851256157,53.3788308286,-124.8399132787,54.3950143472
6-2,-127.3610228916,53.2277166595,-125.1719987546,53.8362602683
6-1,-127.1298275891,52.9435091260,-124.4416401543,53.5668465616
7-53,-127.1227094926,59.2658799179,-123.8026029453,60.0003478863
7-52,-129.6343894727,57.8005554739,-126.2078679365,60.0000933348
7-54,-126.0942291975,58.6438677989,-123.9523037471,59.7529545083
7-51,-127.6754847855,57.8653417754,-124.6089633826,59.6559404217
7-55,-124.0312643699,59.0384592826,-119.9991991615,60.0003764220
7-56,-122.6923473560,57.9400601791,-119.9986010573,59.5495548860
7-49,-124.3874071351,57.7975004536,-122.4448527356,59.5632422052
7-48,-123.0161826424,57.2249286421,-121.5036754053,58.8338321821
7-47,-122.2131255012,57.3580197488,-119.9988795233,58.3853684195
7-40,-127.4336287680,56.6957790064,-124.8405440877,58.0270864718
7-41,-126.2078679365,56.9103208117,-124.0695635213,58.0254776555
7-39,-127.7344480758,56.4312322535,-125.0942187420,57.4149075800
7-37,-124.9489091209,55.9717346231,-123.4705595252,57.2639451998
7-50,-124.9743929922,57.7473214769,-123.3039929148,58.6915343753
7-42,-124.8301621398,57.1511484411,-122.6910601647,57.9415200931
7-57,-124.1835766018,56.7717328992,-122.8508710550,57.2738275429
7-58,-123.0084359176,56.8218542468,-122.5025948090,57.2516609473
7-43,-123.8050504933,56.3579180620,-122.2327538667,56.8951687302
7-36,-123.6864994611,55.9001297790,-122.1586451228,56.6340606586
7-46,-121.7632803841,56.4225476370,-119.9992436562,57.5866421467
7-45,-122.7293885409,56.5403775481,-120.7910122274,57.5025637039
7-44,-122.6567141774,56.3870466005,-121.6668923934,57.0402384877
7-33,-121.2499805829,55.4802481329,-119.9992503472,56.8046090931
7-34,-121.7777573352,56.1385613993,-120.6700990897,56.6737098984
7-35,-122.5603271723,55.9520886354,-121.4382152765,56.5143413766
7-32,-121.9860306781,55.6781930999,-120.5406534314,56.2657608903
7-38,-126.7771103077,55.5149895977,-124.0707027198,56.7828138100
7-27,-127.0102572847,54.8195937896,-125.3802062550,56.1721560919
7-29,-124.5182975961,54.9602220072,-123.1190702587,56.1188342827
7-30,-123.9158049472,55.1174014420,-122.6031703630,56.0481128395
7-28,-125.8091710652,54.9159807419,-123.5358354102,55.7336079486
7-31,-123.6820554280,55.3348327686,-121.5816757248,56.1320885257
7-20,-120.9884220623,54.8369447641,-119.9992926346,55.7656646720
7-21,-121.6453712224,54.4512982490,-120.5592187927,55.7799277679
7-22,-122.7847121358,54.8356641087,-121.3601990700,55.6966913549
7-19,-120.9508001367,53.7972179379,-119.9992868124,55.0515885405
7-23,-122.9664895407,54.3707588004,-121.4113366086,55.4094506629
7-24,-123.8563877068,54.0674905833,-122.4732118980,55.1755202701
7-26,-125.8494043061,54.5287099719,-124.1487448462,55.1525004301
7-16,-123.0320653247,54.1772945389,-121.4397447757,55.1174014420
7-25,-125.5742773403,54.2643468130,-123.6818755104,55.0265254905
7-14,-124.2616652087,54.1844677217,-122.9886229026,54.5247353649
7-13,-125.1059660171,53.9101011987,-123.3971266725,54.4272369968
7-7,-122.5961548133,53.5252853500,-121.4577173971,54.2593326400
7-15,-123.6278517466,53.8105225716,-122.5528059751,54.2648554395
7-9,-122.7610443803,53.4273315943,-122.1945899493,54.0872293242
7-12,-125.1238251386,53.4360794305,-122.9800215548,54.0729580502
7-10,-123.1750787172,53.2767546404,-122.6336789766,53.8790198914
7-8,-122.8836581179,53.1179564337,-121.9360611055,53.7054038194
7-6,-122.0720062580,53.2194381850,-121.0091989347,53.6488497285
7-11,-124.5705159722,53.2904469330,-123.1002024766,53.7000542882
7-18,-121.5441735091,53.7604803889,-120.0150166973,54.5710755531
7-17,-122.0337072240,53.6066573488,-120.4117998661,54.2803751505
7-5,-121.6837790645,53.0840209592,-120.1925229757,53.9238107725
7-3,-120.7037210657,52.9635179258,-119.2600486871,53.8055229662
7-1,-119.3459041103,52.5096044419,-118.2693256029,53.2998586761
7-4,-120.4574931690,52.6605705994,-119.2893793327,53.3359824095
7-2,-119.7358626316,52.1516397897,-118.1923401799,53.0398994285
8-24,-118.9003734717,50.2960282784,-118.2516035575,50.9307425420
8-23,-119.1477672653,50.0216289300,-118.1638270076,50.8649759823
8-25,-119.0696607238,50.2328796390,-118.7358977428,50.7246810151
8-13,-118.8155885976,49.8821867839,-118.2890995809,50.1654498448
8-14,-119.0406061898,48.9999335947,-118.4831127825,49.9667993206
8-12,-119.3739407642,49.0003333644,-118.8060697173,49.9545391650
8-15,-118.7135897787,49.0001411741,-118.0360220020,49.9132183789
8-26,-119.3495863334,50.3574516865,-118.8881343586,50.7828941296
8-21,-119.7604183705,50.1716651231,-119.2921227689,50.4649324739
8-22,-119.5017304832,50.0469927562,-119.0101892315,50.3693161358
8-11,-119.8346755123,49.7834746033,-119.4634466191,50.2042148803
8-10,-119.5353195732,49.6718071210,-118.7973822140,50.1469614808
8-8,-120.2398207139,49.3426955964,-119.5688117090,49.9816571473
8-9,-119.7380291569,49.3257871676,-119.2660764336,49.8222459864
8-1,-119.7526347766,49.0008564513,-119.1763134950,49.3831381133
8-2,-119.9351249974,49.0009354258,-119.5181815494,49.4097689117
8-5,-121.1152340527,49.1479623129,-120.4977719906,49.9779286408
8-6,-120.6525614507,49.4548325474,-120.1898484012,49.9714387360
8-7,-120.4221048679,49.2010126410,-119.8563245129,49.7134234157
8-4,-120.6476400086,49.0000194667,-120.0286266262,49.4664920180
8-3,-120.4550371922,48.9999483869,-119.6945635298,49.2858358877
